"","CognitiveLoad","Attention","Boredom","Frustration","Confusion","Stress","Engagement"
"1",0.387434947797271,0.70380102798694,0.00702503857250596,0.290778704157699,0.0486311001971859,0.0748505889795439,0.61861088547842
"2",0.322056129255933,0.776903330788449,0.0638041558322954,0.0948683407652423,0.0453011510464072,0.0394338105070713,0.546282872761602
"3",0.252714880278968,0.737175966089164,0.0155465603214668,0.233848146614715,0.0661016752845478,0.0836312476193962,0.532972764106296
"4",0.275524922342131,0.863520449224437,0.0713464488633057,0.128193943357845,0.00402339976028197,0.0533611767147716,0.536221305281245
"5",0.28055718144954,0.724768228155302,0.0355025028163586,0.112364485028303,0.00587670184890679,0.0170790998753522,0.521603734086364
"6",0.301416676116604,0.884582246114639,0.0498428903299563,0.0931959888379494,0.080370471171605,0.0721518839019615,0.605692887194715
"7",0.288107189029678,0.851979927502738,0.0763571540836006,0.197478529415358,0.00699308970944153,0.0345604734228053,0.588494861548739
"8",0.33970894998248,0.87076146557174,0.0532337862188789,0.204449347368082,0.039775059200968,0.0176411570483184,0.497688699334879
"9",0.325430831270876,0.885872084234247,0.0117819107164943,0.215531519294152,0.0514552914476217,0.0193197824714418,0.630924689446183
"10",0.367649693901687,0.897739715045263,0.0220374256729486,0.161115070758849,0.0491293411179118,0.0349283971802514,0.551119262555651
"11",0.3351764477994,0.774319776662228,0.0667200066465413,0.20868054720311,0.0183350183844823,0.00927881220802049,0.555608458240766
"12",0.348096344540657,0.779218890279515,0.018114331132047,0.275172403838818,0.00974451676496461,0.0442774585679053,0.512971536574704
"13",0.336034103969246,0.791100381192769,0.035040263632006,0.156130865452072,0.0176955972820676,0.0375132070571775,0.583134463702482
"14",0.348788408820874,0.834902958445656,0.0464781889850331,0.0874556055372123,0.0860908689202246,0.0300504478808664,0.601174829830538
"15",0.307642377122208,0.738679574771927,0.0619165260154177,0.123276862326792,0.0104518511310992,0.0917170641047529,0.599566234906987
"16",0.338474862950658,0.658781396339087,0.0709508907739696,0.203291569025397,0.0180925289860571,0.0163205165616914,0.516316335907216
"17",0.263741479123262,0.679989452289632,0.0808568449257446,0.245335075317244,0.0499116750337042,0.0213395894023818,0.6076750223069
"18",0.322354791262886,0.825273480489403,0.0226811575755033,0.105287313035457,0.0219424659490702,0.0437612902460323,0.613723247086959
"19",0.317163585422611,0.661312075850611,0.0868897598299102,0.178763872604764,0.0613942006051238,0.0385213442247161,0.562654770920536
"20",0.316412085436055,0.810536900827878,0.0259978772988602,0.261027305758027,0.0423267282704545,0.0704394557054138,0.571261793620501
"21",0.341301385485278,0.834122127937385,0.0179472426262572,0.1033226984462,0.0265002207300911,0.0390800601987428,0.507457707489656
"22",0.280246345943704,0.827941610773614,0.0322685007466135,0.220280211528194,0.0455707211740578,0.0518525295715787,0.618244601482562
"23",0.27895024685305,0.701068397519888,0.0631502459380016,0.248261642028431,0.00233996068697741,0.0492767550956763,0.531418475035516
"24",0.329016770061693,0.959336362279745,0.0729013507955675,0.135866800746454,0.0265633116044335,0.0384755620451355,0.619973159848317
"25",0.38351573734297,0.713272633927508,0.0813454764239458,0.125629088741534,0.035325204452032,0.00862469205994617,0.536525555469063
"26",0.327929098809885,0.777776725993669,0.0406912783125351,0.16380440026897,0.005315168973755,0.00219157786986567,0.608366138455701
"27",0.313234255230523,0.986388416160915,0.0117567513108257,0.203882028615666,0.0816169104359854,0.000728610939783348,0.495318948125423
"28",0.28554790062491,0.95707155171804,0.0864542110154803,0.212149383980927,0.0407618211423962,0.00867822360771943,0.590324852827459
"29",0.269431006995186,0.70407471847088,0.0220548034222055,0.0851513224952098,0.039339572998279,0.0396998707995094,0.658991524668796
"30",0.256328945375535,0.862063236423912,0.0634579927948407,0.205923601743798,0.0684585058021546,0.00733059339446819,0.544313851079294
"31",0.266966358431308,0.685902734371212,0.078073144348478,0.233754796455652,0.042910535494483,0.0269739198859986,0.604574130856227
"32",0.274736801254163,0.786163737093803,0.0730297450889761,0.151333731795352,0.0378380683806089,0.0148680042578665,0.591780458028145
"33",0.295236773114367,0.795943066425625,0.0612905622937652,0.144697957968496,0.0685176095258949,0.0269665690430003,0.562423962086139
"34",0.382562988021958,0.930757717629037,0.0333598826782809,0.101941723017511,0.0606226694631254,0.0397040389157148,0.534180751617685
"35",0.346556861005296,0.805326856567137,0.0684726679913048,0.236282728190959,0.0901721471712145,0.0192859899017691,0.613455324363746
"36",0.28083259791144,0.722611045831251,0.0558468234095414,0.18870836653748,0.0480380831133429,0.0734380872180163,0.547019453235943
"37",0.256851601970058,0.678350396168591,0.0465881858770351,0.249613374724122,0.0921393583606436,0.0880313878460588,0.533317321343059
"38",0.272243227475287,0.720527738227361,0.0103476187349611,0.239673185686041,0.0751566570283853,0.0405788196978895,0.52979761808597
"39",0.249217594563614,0.859442023699847,0.0212930409700221,0.111420306673826,0.0965061464541446,0.0287001479263594,0.596415542513859
"40",0.296500707706804,0.697965914692179,0.0355716813620477,0.252546315298008,0.0367582107251427,0.0420724366479849,0.684232216169425
"41",0.333017333465194,0.689318724012496,0.000724764227227269,0.272726860311719,0.0789757586605325,0.00309182927278381,0.580393221801179
"42",0.323068804144342,0.733171115895705,0.0337582891619794,0.216336724383831,0.085242218841562,0.0235372660192421,0.490378647684404
"43",0.360061255681321,0.793984721911951,0.0883067075272833,0.263774739871507,0.00973272910923691,0.0300570400396941,0.648960758912099
"44",0.323078761941885,0.783369266134323,0.0768824246917687,0.243676208811913,0.0451580238731523,0.0401235745079066,0.618622148413751
"45",0.289240142875125,0.777075222663572,0.00181180651672604,0.150328397353931,0.0208242337016068,0.0469508622741463,0.617461187725925
"46",0.37884330784305,0.851675239653181,0.0608763204294271,0.176893065218608,0.0647495774744293,0.0168260054557147,0.549725601707387
"47",0.277662653837274,0.75545723232519,0.046693621313276,0.115852718388261,0.0157494031856442,0.00375160245837309,0.566498569842879
"48",0.262965222951776,0.863066701587114,0.0736830453084092,0.128406851032523,0.0701765223648479,0.0597834499807722,0.579575592800209
"49",0.366658254634727,0.958507268571866,0.0644495150452279,0.08327900813784,0.0741828916724954,0.0772447520800956,0.56397995541593
"50",0.320234236191076,0.765986659272618,0.0767221273022434,0.134776032921066,0.0152907245068009,0.0670302645982627,0.641692457054496
"51",0.312865067637083,0.811178063131427,0.0137426920233802,0.226671755494892,0.0205121721039004,0.0105652381573061,0.558540071947624
"52",0.321151976911496,0.781038243142669,0.0595536614255159,0.115717648947389,0.0672096966139763,0.0262637207795068,0.548067654852807
"53",0.345907348660477,0.947622828179666,0.0307648720347758,0.24674966766567,0.0666915230515426,0.0423116675763051,0.596171047081474
"54",0.334415722561043,0.779062906753817,0.0112499537494308,0.10993224513114,0.0198457345839746,0.0784849388231367,0.501401500163626
"55",0.321429973408245,0.851972897508643,0.0687924322393917,0.092318270181927,0.0359539307968554,0.0454236674108004,0.617810455755066
"56",0.325798609419385,0.87612675951903,0.0848523320147396,0.176864481416467,0.0495742008710726,0.012457468506352,0.591951263695482
"57",0.34113831533757,0.676349753830364,0.00616386379605388,0.15030850759576,0.0224139487694873,0.0213276636187814,0.628701129721151
"58",0.381414060428217,0.754115963333354,0.00586014258521278,0.164414237532642,0.00911329849004907,0.0429661456187417,0.62472390776458
"59",0.321370529639576,0.835848559261123,0.0252944355460542,0.130266117339869,0.00685334972877342,0.0020612491365056,0.487955125744952
"60",0.34294284302897,0.747141962718918,0.0695256963174915,0.238635807534216,0.0231586100666034,0.065557961370862,0.673035124178228
"61",0.297793436032594,0.774773426718231,0.067120817975642,0.21940594104684,0.0680511256875069,0.061686048415903,0.670982505434141
"62",0.328610091830267,0.806372878041687,0.0855231232525204,0.19792062935647,0.00316934017348346,0.00986677440720323,0.684339478389283
"63",0.351295747397389,0.967103407572146,0.0725563987725096,0.142889011299929,0.0837884263649718,0.0555111002404383,0.66476379323344
